"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-12",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-13",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-14",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-15",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-16",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-17",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-18",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-19",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-20",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-21",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-22",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-23",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-24",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-25",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-26",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-27",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-28",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-29",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-06-30",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-07-01",,,,,,,,,,,,,
"US1VARCC014","RICHMOND 4.2 NNE, VA US","37.587742","-77.448133","61.0","2021-07-02",,,,,,,,,,,,,
